client,server,download_throughput_bps_mean,download_throughput_bps_median,download_throughput_bps_var,download_throughput_bps_std,download_throughput_bps_q90,download_throughput_bps_q99,upload_throughput_bps_mean,upload_throughput_bps_median,upload_throughput_bps_var,upload_throughput_bps_std,upload_throughput_bps_q90,upload_throughput_bps_q99,rtt_download_sec_mean,rtt_download_sec_median,rtt_download_sec_var,rtt_download_sec_std,rtt_download_sec_q90,rtt_download_sec_q99,rtt_upload_sec_mean,rtt_upload_sec_median,rtt_upload_sec_var,rtt_upload_sec_std,rtt_upload_sec_q90,rtt_upload_sec_q99,packet_loss_percent_mean,packet_loss_percent_median,packet_loss_percent_var,packet_loss_percent_std,packet_loss_percent_q90,packet_loss_percent_q99
client01,server01,882974897.0164669,907310021.9038676,6987517227308844.0,83591370.53134638,915910357.0499495,918638283.2153221,878612880.3383772,903285122.24339,1.2439339863077604e+16,111531788.5765202,908637922.875166,912330840.254712,0.01130713513513513,0.011,1.4499082867867857e-06,0.001204121375438035,0.012399999999999998,0.015,0.011688756756756749,0.011525,1.5245473558558562e-06,0.0012347256196644889,0.012702399999999999,0.01589452,0.8757135441442064,0.5917243212255863,1.6725282627547957,1.2932626426038896,0.794944078234592,6.10815007971531
client01,server02,890871965.8400723,907450961.8424534,5545872612493794.0,74470615.7655071,916491784.447063,918587280.5309771,889747558.710795,900667656.6165752,1269357400577997.2,35628042.33434665,906602480.763171,911236185.6784959,0.010768116279069763,0.010959,1.2554291052048665e-06,0.001120459327778062,0.011,0.014899999999999993,0.011226744186046498,0.010951,1.235515433001116e-06,0.0011115374186239147,0.0119116,0.01539045999999999,0.7966032301455195,0.5879560329477895,1.5301395581548962,1.2369880994394797,0.8624639033944547,5.737197486696533
client01,server03,854417436.6674411,903369643.7590075,2.141022081042506e+16,146322318.2239301,910996350.8464828,920222789.2807132,882070057.6179997,901195160.1543704,6654286130049237.0,81573807.86777847,910912090.3701831,914686241.1052063,0.01137985,0.011,1.3842080794871805e-06,0.0011765237266996278,0.012523900000000001,0.01485804,0.011839299999999973,0.0115075,1.6671461641025465e-06,0.0012911801439390812,0.01343469999999991,0.01548975999999996,1.4568153621358515,0.582816769956644,9.74494149720586,3.1216888853961504,2.2999267449468896,13.988949065109646
client01,server04,161258380.08210972,174170395.3201352,1352163111229258.0,36771770.57511996,180771779.4843127,181647527.44382182,183089027.75760636,184676318.43930143,240510626240295.4,15508405.019224105,190430799.10452345,191600034.36463514,0.12166920512820512,0.12,0.00028026135285155203,0.01674100811933236,0.12311620000000001,0.18535883999999975,0.12140105128205128,0.1198259999999999,0.000273306106155196,0.016531972240334664,0.1216312,0.18437113999999977,0.6571569312719071,0.0,6.767338296492758,2.6014108280878587,0.7714802729882755,11.736212678113374
client01,server05,164521666.46592808,173851001.33953866,1011864548639080.0,31809818.431406993,181095237.30054975,181628145.72427917,185371540.38788068,186089657.80452693,17627137566508.426,4198468.478684629,189631472.88421845,190349478.32569295,0.11879573076923075,0.11997549999999996,6.2928491646154035e-06,0.002508555194651974,0.12187200000000001,0.122171,0.11865515384615384,0.118567,5.790687335384595e-06,0.0024063847022836133,0.121446,0.12218849999999999,0.3969562935044353,0.0,1.2691474890781418,1.126564462903984,0.9755226049662551,4.496738367943928
client01,server06,176063714.87810236,176465294.93312693,21920832738034.63,4681968.895457832,180990670.55394188,182098225.7903181,184816567.28181195,183656046.5059305,20335668418634.203,4509508.6670982465,190184385.97807908,191083461.91484338,0.1183918108108108,0.116895,5.898010768768696e-06,0.002428582049008988,0.12160459999999994,0.12238128,0.11881843243243241,0.117174,7.0361359189189184e-06,0.0026525715671624995,0.1220064,0.12440239999999997,0.07187450633229298,0.0,0.033616083465796365,0.18334689379914884,0.3019544557227009,0.6975005880637389
client01,server07,737485772.1881359,901845117.5854642,9.284976192537474e+16,304712589.04970556,921057383.5404652,931944407.8572611,846609021.1125114,885683751.7204893,8294882338692622.0,91076244.64531144,913378582.5649115,918405641.2621201,0.03078799606299212,0.00546249999999995,0.0023751717582252813,0.048735733894395,0.1167943,0.17008134999999988,0.0051039488188976264,0.004819,1.5235955112041326e-06,0.0012343401116402775,0.0061268,0.006995679999999947,0.33831015922071805,0.0,1.8510441777157995,1.3605308440883652,0.6722788220963408,7.925800129229358
client02,server01,749814276.9085195,816282102.4069705,3.5044288197337508e+16,187201197.10444564,861244102.743423,879824401.8606617,656045199.0708758,662743572.2226627,1.3839752587656298e+16,117642477.82011521,820292281.9602091,860069790.3917418,0.010236475,0.01,2.0256294865384615e-06,0.0014232461089138664,0.0117156,0.01451362,0.01079597499999998,0.01039349999999995,2.758072435256423e-06,0.0016607445424436664,0.011891200000000001,0.01639189,1.992075184909062,1.166443056811439,6.737822830250912,2.59573165605594,3.5555852094405913,12.377385317392248
client02,server02,776049933.0915328,808135879.3625154,1.9211389375937164e+16,138605156.38293245,853493333.9287436,862650701.9055464,660934660.4631069,653502952.3428714,1.847808195138764e+16,135934108.85935745,871901369.3001974,889690488.71331,0.010417055555555556,0.01,1.8609646825396816e-06,0.0013641717936314626,0.011,0.014976599999999996,0.010761083333333326,0.0105425,1.798044021428583e-06,0.0013409116381882078,0.0111645,0.01587645,1.8759662008698845,1.3153520638440481,9.976743484425612,3.1585983417372985,2.1024499867517514,14.135725747141361
client02,server03,769867268.8066128,824502511.9677211,1.8415153753438896e+16,135702445.64280665,858037156.9190079,879609297.1094893,641873078.6201063,603944914.377182,2.369400018627736e+16,153928555.46089348,885439413.601466,908690201.9103328,0.010329219512195119,0.01,1.5419437256097385e-06,0.0012417502670061071,0.012,0.01392999999999996,0.010734829268292672,0.0103369999999999,2.453678445121964e-06,0.001566422179721024,0.011981,0.015376,1.4256311329834999,0.9789343446467098,1.0614352573540198,1.0302598009017045,2.2326761321378608,4.707710719902598
client02,server04,146713805.62096277,172814222.7123489,1961139601152869.0,44284755.85517966,179179135.09316108,181698702.04666108,179766325.0486544,186040880.93018588,553142632078117.44,23518984.503547713,189738222.65963665,190242568.35374337,0.12343551612903224,0.116,0.0006953112626580638,0.02636875542489755,0.12,0.22263329999999992,0.12363125806451612,0.116471,0.0006531865527978496,0.02555751460525553,0.120236,0.219109,0.484816051742245,0.0,1.8897569602972497,1.3746843129596154,0.8661279066413372,5.718200169600241
client02,server05,156417849.67107564,174309658.43341982,1704784037169122.8,41289030.470200226,179815997.75281283,182040456.1642997,181532997.61015338,182522867.86538887,282253753336193.7,16800409.32049555,189673955.9143899,191166806.19651315,0.12055648484848483,0.11638,0.0003467677940075759,0.018621702231739607,0.12090179999999992,0.19123799999999996,0.1208611212121212,0.1181929999999999,0.0003250547408598486,0.018029274551679794,0.120684,0.18942239999999996,0.5623585417173923,0.0,4.764175106712983,2.182699041717154,0.8402673268378799,9.415154062631327
client02,server06,159362310.65406504,172500476.42768598,1287912739843718.2,35887501.16466342,180090746.89027804,181240207.7300451,179379617.12149733,183061782.7702562,460727900071933.5,21464573.13975597,188766172.0553798,189672831.8930501,0.12304056756756755,0.11848,0.0005752380379189175,0.023984120536699224,0.12041619999999996,0.22210899999999997,0.12345654054054053,0.118767,0.0005682666161996988,0.02383834340300724,0.121097,0.22195123999999997,0.24619527405971614,0.0,0.9097005035604526,0.9537822097106092,0.14030567658382861,4.259643115129366
client02,server07,760828031.4007528,894561470.6672812,7.172711808093055e+16,267819189.15740624,912484038.111646,929989018.764804,661075076.4456875,677629067.3293493,6598230796054952.0,81229494.61898032,753776195.5016022,784977133.7754701,0.02114712411347517,0.004195,0.0015316738485219078,0.03913660496928557,0.115,0.12140564999999999,0.003645329787234031,0.0035795,1.791069904974651e-07,0.0004232103383631656,0.0042527,0.0043579099999999996,0.5047835371597504,0.04980862140058255,2.532501115557097,1.5913833967831565,1.571488066409394,7.908005992857828
client03,server01,743566794.534797,806396474.4215472,2.7937416433802652e+16,167144896.52335382,841364551.4584692,873216821.0898871,538618126.7670128,554200426.3705488,8133298716901282.0,90184803.13723195,598497400.1975688,813116851.9585555,0.010324375,0.01,1.7856865993589737e-06,0.0013362958502363814,0.011198600000000003,0.01461,0.011074574999999986,0.0107195,2.2859425070512935e-06,0.0015119333672656654,0.012369900000000003,0.01576712,2.021673967767338,1.312414437251051,6.569110540857153,2.563027612191713,3.351577238937001,12.570012475915437
client03,server02,793652445.4403579,823261113.8687105,9237227371365472.0,96110495.635833,841699804.0452453,875935962.3883783,535673801.2726914,551767097.7781892,4361640141311898.0,66042714.52107263,603829248.5290934,620685538.6322737,0.010148799999999994,0.01,1.4025433909090878e-06,0.0011842902477471845,0.011,0.014560000000000002,0.010703822222222208,0.01061,1.3494198313131438e-06,0.0011616453121814523,0.0116202,0.015124280000000004,1.4455088544221486,1.2021703107678472,2.0780344648947824,1.4415389224349033,1.851316505167296,6.756866847186248
client03,server03,794135476.714394,817981867.7104795,1.6391278817215678e+16,128028429.72252561,887565606.8629133,900482709.1814419,531805572.00860393,542042248.4121671,7756691656257044.0,88072082.16147183,627021683.024066,684852342.4444501,0.010094736842105262,0.01,1.2707211180654338e-06,0.001127262665959196,0.011,0.013890000000000007,0.010598552631578939,0.0104005,1.3377436593172166e-06,0.001156608688933823,0.011361999999999999,0.01466908000000001,1.4227046515456014,1.2669017218006322,2.5043747628171324,1.5825216468715784,1.633644131620739,7.9655166391390395
client03,server04,160734250.95445296,172966530.68502712,1048190172734158.4,32375765.206928443,179742278.5761773,181172218.09685177,177838529.95220402,184454299.8324873,687823338160233.6,26226386.29625198,190077441.77556723,191132620.15091905,0.12373315384615383,0.117256,0.0005881671793484166,0.024252158241039427,0.12384069999999998,0.22066248,0.12345474999999999,0.117169,0.0005805463062303927,0.024094528553810567,0.1229195,0.21969086,0.11968283598714619,0.0,0.23694051220586865,0.4867653564150479,0.11349195136775694,2.328423418806848
client03,server05,160054686.79950842,170528171.0794249,998347278068255.2,31596633.96737468,180258291.8833035,181137187.42810446,182509945.6243163,185756908.213256,248982851064274.1,15779190.443881273,189939868.60186207,191083110.4312677,0.12085427027027026,0.119,0.0002821185442027027,0.016796384855161623,0.1206916,0.18490576000000003,0.12063348648648646,0.1169579999999999,0.0002833108968678681,0.01683184175507446,0.1214772,0.18470328000000005,0.16444544712207226,0.0,0.34229023699777383,0.5850557554607713,0.48352807279429594,2.527983460691996
client03,server06,153547803.77483395,175129810.86685658,1601448233350295.0,40018098.82228658,178967990.57409278,180158608.70736876,180270832.43806377,186798726.24407604,508770576993670.25,22555943.274305116,189949298.07675725,190930347.6335896,0.12338497142857141,0.116405,0.0006158733910873951,0.02481679655167836,0.1234668,0.22287323999999997,0.12324362857142854,0.116468,0.0006159173940638663,0.024817683092179785,0.12098539999999994,0.22307152,0.293716743842189,0.0,0.9547574227013317,0.9771168930590299,0.7361143396532663,4.312962268502491
client03,server07,741965431.1295737,879757475.5089507,7.670571204682074e+16,276957960.7933679,911266020.2547333,928720461.8968356,662619930.4827704,684415546.5674509,8510906082076916.0,92254572.1472758,747258952.123088,764223203.8402768,0.025380601398601394,0.0042915,0.002148218865426523,0.04634888202995324,0.115597,0.2185614,0.003778566433566423,0.00370949999999995,1.5096318679916708e-07,0.0003885398136602825,0.004344499999999999,0.0044835,0.4855196586713222,0.0591568791667577,1.545220417620286,1.243068951273535,1.348750011642064,6.67805810639574
client04,server01,812299761.9362887,836355054.6794729,6630900005152589.0,81430338.35833295,866020524.035101,883839019.0640283,810855754.8895363,872862878.4762173,1.626249675368703e+16,127524494.72037531,890961872.9889956,896682623.1647185,0.01202312,0.012,1.1578633599999996e-06,0.0010760405940297975,0.013,0.015199279999999997,0.012840959999999992,0.012564,2.0043162899999933e-06,0.0014157387788712977,0.01473779999999994,0.016807879999999994,0.8295865234557663,0.715269330176727,0.2539510952296461,0.5039356062332231,1.4969590278101352,2.2182821434987985
client04,server02,765625616.2523435,838482517.554654,3.2672510712256676e+16,180755389.16518277,863845804.537233,871660076.623915,738806404.996374,825950569.5631205,3.783673749475126e+16,194516676.64946178,881222574.8539624,893921716.2300586,0.01229472972972973,0.012,2.42932036936937e-06,0.0015586277199412856,0.013,0.017991,0.012742648648648632,0.012364,3.1554807897897487e-06,0.0017763673014863082,0.0131802,0.019840319999999936,1.6033380371528425,0.7043086178658244,7.845928586999174,2.8010584761834543,2.6590340544187647,12.994257044270498
client04,server03,813777569.6152354,842922105.2581011,9889818005231562.0,99447564.09903443,861805882.8852493,894935287.4562838,774565311.465744,847581621.7622699,1.7120648791692824e+16,130845897.114479,879166052.740946,892020988.2841722,0.011934806451612903,0.012,5.27556161290323e-07,0.0007263306143143926,0.013,0.013699999999999999,0.012400193548387095,0.012351,5.637682279569935e-07,0.0007508450092775429,0.013164,0.0141868,0.8390718634988861,0.6726130147537901,0.588283370506108,0.7669963301777317,1.2216303308522722,3.6937902227046484
client04,server04,158571244.36184266,169182143.3473263,643290964641946.5,25363181.279996138,174594159.715355,175538912.2741644,177630358.06349698,181342841.8371903,390802639127980.7,19768728.81922307,185932569.9249596,188375489.66960976,0.12463941860465116,0.12,0.00048127472929678866,0.02193797459422334,0.123488,0.22234289999999998,0.1248398372093023,0.120123,0.0004993310939490588,0.022345717575165465,0.12323300000000001,0.22462059999999998,0.07256441351306547,0.0,0.03264563968148029,0.18068104405686916,0.27821965487259415,0.7642156925890152
client04,server05,160150584.89224976,170018733.85273543,832000519204755.2,28844419.203803625,174591795.98238719,175652730.84587198,182073695.62285605,183085833.36488307,16860859945538.223,4106197.747982703,186453653.7249813,187730196.9373171,0.11982252631578945,0.11831049999999996,7.639141445234671e-06,0.0027638996807472357,0.12261819999999997,0.12654989,0.11984249999999999,0.1186695,5.93150187837839e-06,0.0024354674866190248,0.12244110000000001,0.12529489000000002,0.15098658411614035,0.0,0.2788572995546452,0.5280694078950656,0.24930683096511463,2.364664275361165
client04,server06,151048504.27057052,167186213.78941417,1502916227696444.2,38767463.518992886,174863486.30232257,175812492.71304443,178609358.62542033,181909544.16663975,256224169455420.06,16007003.762585303,186043046.65434837,187229218.70171458,0.12275305555555553,0.1186705,0.0003003520942253968,0.017330669179965234,0.1236395,0.18896109999999983,0.12331358333333332,0.1200825,0.0003215363291071428,0.017931434106259955,0.1248095,0.19158449999999985,0.42053055305447806,0.0,1.8438525617364072,1.3578853271673597,1.0159071178993218,5.987074584881852
client04,server07,706766581.7412659,875689737.0744456,9.396914996549824e+16,306543879.34763634,910270497.8767822,927015331.8615069,640766614.125635,651141091.1460359,1.1604021496146122e+16,107721963.85206743,777646588.7426496,849925908.8588014,0.03229612955465586,0.007583,0.002184109770747373,0.046734460206012574,0.1182624,0.12496545999999999,0.0067126639676113225,0.006623,6.324695736150794e-07,0.0007952795568949823,0.007598199999999999,0.0087127,0.440981941226976,0.0434819529612715,1.3896375254051518,1.1788288787627965,1.0627020898785893,5.763384453297077
client05,server01,318274164.28167695,105912801.19830376,1.2772385256633294e+17,357384740.25387955,913959245.6166782,918550040.4487617,321725766.0055434,108187201.49590683,1.2896558005223904e+17,359117780.19507617,902824873.4593381,909367856.4541658,0.009568461538461538,0.009212,7.078257784615384e-07,0.0008413238249696358,0.01,0.01225,0.010056384615384604,0.009964500000000001,6.68872086153836e-07,0.0008178460039358486,0.0105585,0.012599249999999975,6.680024489621628,8.509869068002612,18.77335597977702,4.33282309583221,10.658418287779213,11.32310305018342
